poslist[key],positive,negative,sentiment,ambiguous,entity,negation,acceptance,anger,anticipation,disgust,fear,guilt,interest,joy,sadness,shame,surprise
eat/VB humble/JJ pie/NN,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
eat/VB out/IN of/IN SBJ$ hand/NN,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
eat/VB SBJ out/IN of/IN house/NN and/CC home/NN,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
eat/VB SBJ$ hat/NN,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
eat/VB SBJ$ heart/NN out/IN,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
eat/VB SBJ$ own/JJ dog/NN food/NN,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
eat/VB SBJ$ words/NNS,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
eat/VB SBJ$ young/JJ,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
eat/VB the/DT wind/NN,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
economical/NN with/IN the/DT truth/NN,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
egg/VB on/IN,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
egg/VB SBJ on/IN,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
elbow/NN grease/NN,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
elbow/NN room/NN,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
elephant/NN in/IN the/DT room/NN,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
eleventh/JJ hour/NN,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Elysian/NNP Fields/NNPS,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
embarrassment/NN of/IN riches/NNS,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
emperor/NN 's/POS new/JJ clothes/NNS,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
empty/JJ promise/NN,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
end/NN of/IN the/DT line/NN,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
end/NN of/IN the/DT world/NN,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
engine/NN room/NN,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
enough/JJ to/TO make/VB the/DT angels/NNS weep/NN,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
enough/RB be/VB as/RB good/JJ as/IN a/DT feast/NN,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
enough/RB X/NNP to/TO choke/VB a/DT horse/NN,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
equity/NN interest/NN,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
err/VB on/IN the/DT side/NN of/IN,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
err/VB on/IN the/DT side/NN of/IN caution/NN,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
esprit/FW de/FW corps/FW,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
esthetically/RB challenge/VB,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
eureka/DT moment/NN,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Evel/NNP Knievel/NNP,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
even/JJ money/NN,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
even/RB keel/VB,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
every/DT man/NN for/IN SBJ,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
every/DT man/NN Jack/NNP,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
every/DT nook/NN and/CC cranny/NN,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
every/DT which/WDT way/NN,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
every/DT which/WDT where/WRB,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
everybody/NN and/CC his/PRP$ cousin/NN,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
everybody/NN and/CC their/PRP$ brother/NN,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
everyone/NN and/CC their/PRP$ brother/NN,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
everything/NN and/CC the/DT kitchen/NN sink/NN,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
everything/NN but/CC the/DT kitchen/NN sink/NN,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
evil/JJ twin/NN,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
exceed/VB expectations/NNS,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
execution/NN style/NN,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
experience/NN is/VBZ the/DT best/JJS teacher/NN,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
expose/VB SBJ,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
extract/VB the/DT urine/NN,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
eye/NN candy/NN,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
eye/NN for/IN an/DT eye/NN,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
eye/NN of/IN the/DT beholder/NN,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
eye/NN up/IN,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
face/NN that/WDT would/MD stop/VB a/DT clock/NN,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
face/NN value/NN,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
face/VBP the/DT music/NN,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
facts/NNS on/IN the/DT ground/NN,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fair/JJ and/CC square/JJ,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fair/JJ enough/NN,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fair/JJ game/NN,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fair/JJ sex/NN,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fair/JJ to/TO middling/VBG,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fair/JJ weather/NN friend/NN,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
faire/FW la/FW une/FW,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fall/NN through/IN the/DT cracks/NNS,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fall/VB apart/RB,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fall/VB behind/RB,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fall/VB between/IN two/CD stools/NNS,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fall/VB by/IN the/DT wayside/NN,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fall/VB for/IN,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fall/VB foul/NN,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fall/VB off/IN the/DT turnip/NN truck/NN,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fall/VB off/RP the/DT wagon/NN,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fall/VB on/IN deaf/JJ ears/NNS,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fall/VB on/IN SBJ$ sword/NN,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fall/VB out/IN,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fall/VB over/IN,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fall/VB short/RB,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
falling/VBG out/RB,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
false/JJ friend/NN,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
false/JJ step/NN,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
familiarity/NN breeds/NNS contempt/NN,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
family/NN jewels/NNS,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fanny/NNP Adams/NNP,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
far/JJ cry/NN,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
far/RB out/IN,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fare/NN thee/PRP well/RB,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
farmer/NN 's/POS tan/NN,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fashion/NN plate/NN,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fat/JJ chance/NN,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fat/JJ lip/NN,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fat/NN of/IN the/DT land/NN,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
feast/NN for/IN the/DT eyes/NNS,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
feast/NN or/CC famine/NN,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
feather/JJ SBJ$ nest/NN,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
feather/NN in/IN SBJ$ cap/NN,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
federal/JJ case/NN,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
feed/VB the/DT dragon/NN,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
feed/VB up/IN,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
feel/VB for/IN,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
feel/VB free/JJ,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
feel/VB SBJ$ oats/NNS,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
feel/VB up/IN,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
feel/VB up/RP to/TO,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
feet/NNS of/IN clay/NN,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fence/VB in/IN,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fencepost/NN problem/NN,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fend/VB and/CC prove/VB,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fend/VB away/RB,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fend/VB off/RB,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
few/JJ and/CC far/RB between/IN,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
field/NN day/NN,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fifteen/CD minutes/NNS of/IN fame/NN,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fifth/JJ wheel/NN,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fight/NN shy/NN of/IN,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fight/VB a/DT losing/JJ battle/NN,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fight/VB fire/NN with/IN fire/NN,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fight/VB fires/NNS,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fight/VB in/IN armour/NN,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fight/VB tooth/NN and/CC nail/NN,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
figure/NN out/IN,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fill/VB SBJ$ shoes/NNS,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fill/VB the/DT bill/NN,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
filter/VB down/IN,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
filthy/JJ lucre/NN,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
filthy/JJ rich/JJ,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
final/JJ curtain/NN,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
final/JJ cut/NN,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
find/VB SBJ$ feet/NNS,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fine/JJ line/NN,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
fine/JJ print/NN,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
fire/NN drill/NN,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
fire/NN hose/NN,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
fire/NN in/IN the/DT hole/NN,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fire/VB on/IN all/DT cylinders/NNS,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
first/JJ loser/NN,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
first/JJ port/NN of/IN call/NN,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
first/JJ rate/NN,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
first/RB among/IN equals/NNS,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"first/RB come/VB ,/, first/RB serve/VB",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fish/VB for/IN compliments/NNS,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fish/VB or/CC cut/NN bait/NN,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fit/NN as/IN a/DT fiddle/NN,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fit/NN as/IN a/DT lop/NN,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fit/VB to/TO be/VB tied/VBN,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fits/NNS and/CC starts/NNS,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
five/CD will/MD get/VB you/PRP ten/CD,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
five-finger/JJ discount/NN,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fix/VB SBJ$ wagon/NN,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
flag/NN down/RB,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
flap/NN SBJ$ gums/NNS,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
flash/NN in/IN the/DT pan/NN,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Flash/NNP Gordon/NNP,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
flea/NN in/IN SBJ$ ear/NN,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
flick/VB the/DT bean/NN,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
flight/NN of/IN fancy/NN,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
flip/VB SBJ$ lid/NN,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
flog/VB a/DT dead/JJ horse/NN,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
flog/VB the/DT dolphin/NN,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
flog/VB the/DT land/NN,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fluff/VB up/IN,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
flunk/VB out/IN,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
flutter/VB in/IN the/DT dovecote/NN,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fly/NN on/IN the/DT wall/NN,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fly/VB in/IN the/DT face/NN of/IN,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fly/VB in/IN the/DT ointment/NN,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fly/VB off/IN the/DT handle/NN,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fly/VB the/DT coop/NN,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fly/VB the/DT freak/JJ flag/NN,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Flying/NNP Dutchman/NNP,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
flying/VBG visit/NN,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fold/VB SBJ$ tent/NN,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
follow/VB in/IN SBJ$ footsteps/NNS,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
food/NN chain/NN,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
fool/NN 's/POS errand/NN,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fool/NN 's/POS paradise/NN,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
footloose/NN and/CC fancy/JJ free/JJ,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
for/IN all/DT intensive/JJ purposes/NNS,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
for/IN all/DT intents/NNS and/CC purposes/NNS,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
for/IN all/DT intrinsic/JJ purposes/NNS,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
for/IN all/DT SBJ be/VB worth/NN,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
for/IN all/PDT the/DT world/NN,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
for/IN good/JJ and/CC all/PDT,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
for/IN good/JJ measure/NN,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
for/IN goodness/NN '/POS sake/NN,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
for/IN kicks/NNS,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
for/IN Pete/NNP 's/POS sake/NN,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
for/IN SBJ$ money/NN,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
for/IN that/DT matter/NN,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
for/IN the/DT birds/NNS,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
for/IN the/DT heck/NN of/IN it/PRP,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
for/IN the/DT hell/NN of/IN it/PRP,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
for/IN the/DT love/NN of/IN,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
for/IN the/DT most/JJS part/NN,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
for/IN the/DT nonce/NN,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
for/IN the/DT record/NN,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
for/IN the/DT sake/NN of/IN it/PRP,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
for/IN the/DT time/NN being/VBG,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
for/IN XYZ/NNP reasons/NNS,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
forbidden/VBN fruit/NN,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
force/NN of/IN habit/NN,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
force/VB SBJ$ hand/NN,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fork/VB over/IN,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
forked/JJ tongue/NN,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
forty/CD winks/NNS,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
foul/VB up/IN,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fountain/NN of/IN youth/NN,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
four/CD score/NN and/CC seven/CD years/NNS ago/IN,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
four-leaf/JJ clover/NN,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fourth/JJ estate/NN,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
fourth/JJ wall/NN,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fox/NN in/IN the/DT henhouse/NN,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
freak/NN flag/NN,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
free/JJ lunch/NN,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
free/JJ rein/NN,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
freezing/JJ cold/NN,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
french/JJ letter/NN,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fresh/JJ legs/NNS,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fresh/JJ off/IN the/DT boat/NN,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fresh/JJ out/IN of/IN,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fresh/JJ start/NN,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
friend/NN with/IN benefits/NNS,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
frig/VB it/PRP,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
frog/NN in/IN SBJ$ throat/NN,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
from/IN A/NN to/TO Z/NNP,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
from/IN cover/NN to/TO cover/VB,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
from/IN here/RB to/TO Sunday/NNP,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
from/IN here/RB to/TO ya-ya/CD,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"from/IN my/PRP$ cold/JJ ,/, dead/JJ hands/NNS",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
from/IN pillar/NN to/TO post/VB,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
from/IN the/DT bottom/NN of/IN SBJ$ heart/NN,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
from/IN the/DT get-go/NN,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
from/IN the/DT word/NN go/VB,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
front/NN and/CC center/NN,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
front/NN runner/NN,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
frown/VB upon/IN,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fruit/NN of/IN the/DT union/NN,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fry/VB up/IN,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fudge/VB the/DT issue/NN,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
full/JJ as/IN a/DT goog/NN,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
full/JJ blast/NN,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
full/JJ English/NNP,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
full/JJ of/IN beans/NNS,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
full/JJ of/IN hot/JJ air/NN,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
full/JJ of/IN it/PRP,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
full/JJ of/IN SBJ,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
full/JJ speed/NN ahead/RB,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
full/JJ tilt/NN,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
full/JJ to/TO the/DT gills/NNS,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
full/JJ whack/NN,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fun/NN and/CC games/NNS,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
funny/JJ farm/NN,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
funny/JJ money/NN,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
funny/JJ stuff/NN,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gagging/NN for/IN it/PRP,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gallows/NNS humor/NN,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
game/NN face/NN,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
game/NN plan/NN,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gandy/NN dancer/NN,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gang/VB up/RP,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gang/VB up/RP on/IN,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gapers/NNS '/POS block/NN,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
garden/NN variety/NN,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gentleman/NN of/IN the/DT back/NN door/NN,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
get/VB a/DT grip/NN,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
get/VB a/DT handle/NN on/IN,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
get/VB a/DT jump/NN on/IN,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
get/VB a/DT kick/NN out/IN of/IN,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
get/VB a/DT leg/NN up/RB,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
get/VB a/DT load/NN of/IN,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
get/VB a/DT move/NN on/IN,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
get/VB a/DT rise/NN out/RB of/IN,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
get/VB a/DT room/NN,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
get/VB along/IN,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
get/VB away/RB with/IN,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
